policy_id,location_id,year,region,occupancy,exposure_years,insured_value,policy_limit,deductible,bi_waiting_period_days,current_premium,pm25,ozone,turbidity,water_quality_index,temperature_c,annual_rainfall_mm,drought_indicator,air_stress_flag,water_stress_flag,air_trigger_flag,water_trigger_flag,compound_trigger_flag,insured_trigger_type,bi_waiting_period_met_flag,air_filtration,water_treatment,business_continuity_plan,air_filtration_upgrade_cost,water_treatment_upgrade_cost,bcp_upgrade_cost,claim_count,aggregate_ground_up_loss,aggregate_covered_loss,aggregate_paid_loss
POL155-2025,LOC155,2025,Central Metro,Food Processing,0.864,15190000,5320000,60000,3,40100,51.4,66.0,1.93,71.9,25.7,1029.5,0.313,1,0,0,0,0,None,0,1,1,0,0,0,48000,0,0.0,0.0,0.0
POL155-2026,LOC155,2026,Central Metro,Food Processing,0.683,15630000,5470000,40000,3,30400,53.1,79.2,4.36,62.9,27.4,880.3,0.393,1,0,0,0,0,None,0,1,1,0,0,0,48000,0,0.0,0.0,0.0
POL156-2024,LOC156,2024,Coastview,Hospital,0.922,24690000,8640000,75000,2,70700,29.3,44.5,5.01,68.9,29.3,1647.3,0.02,0,1,0,1,0,Water,1,0,0,1,107000,131000,0,2,1246228.17,1246228.17,1096228.17
POL156-2025,LOC156,2025,Coastview,Hospital,0.877,25330000,8870000,50000,3,73200,41.6,48.5,6.54,71.7,28.8,1443.8,0.212,1,1,0,1,0,Water,1,0,0,1,107000,131000,0,0,0.0,0.0,0.0
POL156-2026,LOC156,2026,Coastview,Hospital,0.911,26050000,13020000,50000,1,74400,25.3,50.9,6.31,64.7,31.8,1742.5,0.228,0,1,0,0,0,None,0,0,0,1,107000,131000,0,0,0.0,0.0,0.0
POL157-2024,LOC157,2024,Northgate,Food Processing,0.843,19870000,4970000,40000,2,45900,33.8,63.5,2.82,70.1,21.0,811.3,0.349,0,0,0,0,0,None,0,0,1,0,90000,0,51000,0,0.0,0.0,0.0
POL157-2025,LOC157,2025,Northgate,Food Processing,0.813,20540000,10270000,25000,2,49500,34.9,59.4,1.16,67.6,26.3,877.9,0.246,0,0,0,0,0,None,0,0,1,0,90000,0,51000,0,0.0,0.0,0.0
POL157-2026,LOC157,2026,Northgate,Food Processing,1.0,20660000,7230000,40000,2,61900,33.9,56.8,1.6,76.8,24.1,960.7,0.239,0,0,0,0,0,None,0,0,1,0,90000,0,51000,0,0.0,0.0,0.0
POL158-2024,LOC158,2024,Northgate,Hospital,1.0,19340000,6770000,50000,3,54600,26.9,63.1,4.07,76.1,22.6,849.9,0.242,0,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL158-2025,LOC158,2025,Northgate,Hospital,0.791,20230000,7080000,50000,1,45800,23.6,56.6,4.08,67.7,20.5,1065.9,0.167,0,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL158-2026,LOC158,2026,Northgate,Hospital,0.879,21450000,5360000,75000,2,49400,34.6,72.6,2.46,63.3,21.8,1051.2,0.265,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL159-2024,LOC159,2024,Coastview,Food Processing,0.83,23680000,5920000,40000,2,56500,30.3,52.8,4.09,61.6,29.2,1572.6,0.049,0,0,0,0,0,None,0,1,1,0,0,0,54000,0,0.0,0.0,0.0
POL159-2025,LOC159,2025,Coastview,Food Processing,0.747,24890000,12440000,40000,1,53300,31.8,57.7,5.63,72.3,30.4,1471.7,0.233,0,1,0,0,0,None,0,1,1,0,0,0,54000,0,0.0,0.0,0.0
POL159-2026,LOC159,2026,Coastview,Food Processing,0.848,25060000,8770000,40000,2,58800,33.3,53.9,5.16,66.2,27.8,1591.1,0.295,0,1,0,1,0,Water,1,1,1,0,0,0,54000,0,0.0,0.0,0.0
POL160-2024,LOC160,2024,Drylands,Manufacturing,0.826,24000000,8400000,60000,2,56700,42.1,73.6,2.45,59.5,30.4,541.1,0.523,1,1,0,0,0,None,0,1,0,1,0,117000,0,0,0.0,0.0,0.0
POL160-2025,LOC160,2025,Drylands,Manufacturing,0.862,24470000,12240000,80000,1,61100,45.2,62.6,6.58,68.6,27.6,588.0,0.723,1,1,0,1,0,Water,1,1,0,1,0,117000,0,1,190167.56,190167.56,110167.56
POL160-2026,LOC160,2026,Drylands,Manufacturing,0.874,25310000,8860000,60000,2,64300,41.5,60.4,2.05,60.3,35.6,468.3,0.74,1,0,0,0,0,None,0,1,0,1,0,117000,0,0,0.0,0.0,0.0
POL161-2024,LOC161,2024,Central Metro,Hospital,1.0,59220000,20730000,75000,2,182700,43.1,78.0,3.08,66.5,26.0,847.2,0.371,1,0,0,0,0,None,0,1,1,0,0,0,88000,0,0.0,0.0,0.0
POL161-2025,LOC161,2025,Central Metro,Hospital,0.805,61720000,30860000,50000,2,151600,41.8,75.5,3.58,60.0,27.4,1006.7,0.369,1,0,0,0,0,None,0,1,1,0,0,0,88000,0,0.0,0.0,0.0
POL161-2026,LOC161,2026,Central Metro,Hospital,0.902,62570000,21900000,50000,2,171500,52.3,63.1,7.48,64.5,33.4,790.0,0.339,1,1,0,0,0,None,0,1,1,0,0,0,88000,0,0.0,0.0,0.0
POL162-2024,LOC162,2024,Coastview,Manufacturing,0.855,11180000,5590000,40000,1,23400,26.8,56.5,4.39,72.9,26.2,1593.0,0.02,0,0,0,0,0,None,0,1,1,0,0,0,41000,0,0.0,0.0,0.0
POL162-2025,LOC162,2025,Coastview,Manufacturing,0.689,11440000,4000000,40000,1,19900,19.1,50.9,4.3,53.6,29.9,1634.3,0.282,0,1,0,1,0,Water,1,1,1,0,0,0,41000,0,0.0,0.0,0.0
POL162-2026,LOC162,2026,Coastview,Manufacturing,0.927,11790000,5900000,60000,2,27400,28.6,63.4,5.86,66.8,27.8,1453.2,0.311,0,1,0,0,0,None,0,1,1,0,0,0,41000,0,0.0,0.0,0.0
POL163-2024,LOC163,2024,Drylands,Hospital,0.945,44300000,15500000,75000,2,153100,37.3,79.4,3.57,55.8,29.9,412.9,0.699,1,1,1,0,0,Air,0,0,0,0,142000,172000,73000,1,87725.49,87725.49,12725.49
POL163-2025,LOC163,2025,Drylands,Hospital,1.0,45960000,16090000,75000,2,163900,38.4,72.4,4.59,54.0,29.9,616.8,0.641,1,1,1,1,1,Compound,0,0,0,0,142000,172000,73000,0,0.0,0.0,0.0
POL163-2026,LOC163,2026,Drylands,Hospital,0.878,46570000,16300000,75000,3,145400,44.8,62.3,2.33,52.5,30.6,562.7,0.743,1,1,0,0,0,None,0,0,0,0,142000,172000,73000,0,0.0,0.0,0.0
POL164-2024,LOC164,2024,Central Metro,Food Processing,0.847,16860000,5900000,25000,1,37500,48.7,79.1,3.9,61.3,21.8,962.4,0.187,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL164-2025,LOC164,2025,Central Metro,Food Processing,0.927,18180000,4540000,60000,3,45600,41.9,72.8,2.46,62.5,28.1,773.2,0.315,1,0,1,0,0,Air,1,1,1,1,0,0,0,1,120477.51,120477.51,60477.51
POL164-2026,LOC164,2026,Central Metro,Food Processing,0.882,17800000,8900000,40000,2,44000,41.2,83.1,2.9,66.8,30.1,659.7,0.346,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL165-2024,LOC165,2024,Coastview,Hospital,0.993,47660000,16680000,50000,3,148200,25.1,63.6,6.04,76.0,29.1,1300.1,0.038,0,1,0,0,0,None,0,0,0,1,138000,182000,0,0,0.0,0.0,0.0
POL165-2025,LOC165,2025,Coastview,Hospital,0.751,49580000,17350000,75000,2,123100,35.2,53.9,3.38,71.0,29.1,1643.5,0.302,1,0,0,0,0,None,0,0,0,1,138000,182000,0,0,0.0,0.0,0.0
POL165-2026,LOC165,2026,Coastview,Hospital,0.768,50610000,12650000,75000,3,120000,27.7,58.0,4.51,52.2,27.2,1515.8,0.19,0,1,0,1,0,Water,1,0,0,1,138000,182000,0,0,0.0,0.0,0.0
POL166-2024,LOC166,2024,Riverbend,Hospital,0.698,16610000,4150000,75000,2,31600,20.9,58.0,6.77,68.2,25.6,1183.1,0.062,0,1,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL166-2025,LOC166,2025,Riverbend,Hospital,0.821,17740000,6210000,75000,1,41200,40.0,49.4,5.27,50.4,20.8,1324.6,0.117,1,1,1,0,0,Air,1,1,1,1,0,0,0,0,0.0,0.0,0.0
POL166-2026,LOC166,2026,Riverbend,Hospital,1.0,17860000,6250000,100000,3,48500,35.3,66.6,5.74,59.6,22.7,1199.7,0.12,1,1,1,0,0,Air,1,1,1,1,0,0,0,2,167113.08,167113.08,0.0
POL167-2024,LOC167,2024,Central Metro,Food Processing,0.883,23270000,5820000,25000,1,62800,40.2,78.5,1.9,67.6,27.3,768.7,0.442,1,0,0,0,0,None,0,0,1,0,102000,0,59000,0,0.0,0.0,0.0
POL167-2025,LOC167,2025,Central Metro,Food Processing,0.711,24800000,12400000,40000,2,54400,49.3,81.2,2.14,76.6,25.7,768.4,0.371,1,0,1,0,0,Air,1,0,1,0,102000,0,59000,1,281849.55,281849.55,241849.55
POL167-2026,LOC167,2026,Central Metro,Food Processing,0.775,25750000,9010000,60000,2,58200,48.9,59.9,3.81,67.9,30.5,701.4,0.427,1,0,0,0,0,None,0,0,1,0,102000,0,59000,0,0.0,0.0,0.0
POL168-2024,LOC168,2024,Drylands,Hospital,0.971,20260000,7090000,75000,2,62600,44.9,57.2,5.04,69.6,30.0,533.4,0.821,1,1,1,0,0,Air,0,1,0,1,0,116000,0,2,310971.15,310971.15,187172.99
POL168-2025,LOC168,2025,Drylands,Hospital,0.977,20680000,7240000,100000,1,68300,45.0,71.3,3.65,59.8,29.2,454.3,0.828,1,1,1,0,0,Air,1,1,0,1,0,116000,0,1,268689.6,268689.6,168689.6
POL168-2026,LOC168,2026,Drylands,Hospital,0.692,21070000,7370000,50000,3,50100,36.8,81.0,7.07,71.0,32.8,487.7,0.696,1,1,1,0,0,Air,0,1,0,1,0,116000,0,0,0.0,0.0,0.0
POL169-2024,LOC169,2024,Drylands,Manufacturing,0.946,13330000,4670000,40000,2,36700,32.2,69.9,3.56,71.7,26.5,597.1,0.756,0,0,0,0,0,None,0,0,0,1,86000,94000,0,0,0.0,0.0,0.0
POL169-2025,LOC169,2025,Drylands,Manufacturing,0.685,13430000,6720000,80000,1,29300,47.2,65.9,5.87,66.4,27.9,448.0,0.71,1,1,0,0,0,None,0,0,0,1,86000,94000,0,0,0.0,0.0,0.0
POL169-2026,LOC169,2026,Drylands,Manufacturing,1.0,14250000,4990000,40000,1,42500,44.5,69.8,3.13,53.4,32.2,254.4,0.842,1,1,0,0,0,None,0,0,0,1,86000,94000,0,0,0.0,0.0,0.0
POL170-2024,LOC170,2024,Central Metro,Food Processing,0.995,12790000,3200000,25000,2,38600,39.8,74.9,3.58,73.8,29.3,581.3,0.39,1,0,1,0,0,Air,1,0,0,1,81000,106000,0,2,280473.34,280473.34,230473.34
POL170-2025,LOC170,2025,Central Metro,Food Processing,0.879,13550000,4740000,25000,1,39900,57.3,76.6,3.42,68.3,30.2,853.8,0.355,1,0,0,0,0,None,0,0,0,1,81000,106000,0,0,0.0,0.0,0.0
POL170-2026,LOC170,2026,Central Metro,Food Processing,0.91,13870000,3470000,25000,1,40900,42.9,79.9,3.65,77.8,25.1,850.7,0.369,1,0,0,0,0,None,0,0,0,1,81000,106000,0,0,0.0,0.0,0.0
POL171-2024,LOC171,2024,Drylands,Manufacturing,0.701,13000000,3250000,40000,1,27100,33.0,63.0,5.84,62.1,29.9,483.4,0.865,0,1,0,0,0,None,0,1,0,0,0,104000,47000,0,0.0,0.0,0.0
POL171-2025,LOC171,2025,Drylands,Manufacturing,1.0,13560000,4750000,40000,2,38900,39.2,56.4,3.18,62.1,31.7,481.6,0.618,1,0,0,0,0,None,0,1,0,0,0,104000,47000,0,0.0,0.0,0.0
POL171-2026,LOC171,2026,Drylands,Manufacturing,0.78,13370000,3340000,40000,1,30900,35.2,63.8,2.86,59.4,31.9,469.3,0.832,1,1,0,1,0,Water,1,1,0,0,0,104000,47000,3,677342.78,677342.78,557342.78
POL172-2024,LOC172,2024,Riverbend,Food Processing,1.0,18180000,6360000,40000,2,54000,29.9,60.6,5.3,66.2,26.9,1119.3,0.077,0,1,0,0,0,None,0,0,1,1,87000,0,0,0,0.0,0.0,0.0
POL172-2025,LOC172,2025,Riverbend,Food Processing,0.691,18050000,6320000,25000,1,37100,37.7,61.0,6.57,63.5,22.8,1132.9,0.115,1,1,0,1,0,Water,1,0,1,1,87000,0,0,0,0.0,0.0,0.0
POL172-2026,LOC172,2026,Riverbend,Food Processing,0.827,19140000,6700000,25000,3,47000,28.3,61.5,4.66,52.8,28.2,1218.4,0.055,0,1,0,0,0,None,0,0,1,1,87000,0,0,0,0.0,0.0,0.0
POL173-2024,LOC173,2024,Drylands,Manufacturing,0.958,26220000,6560000,60000,1,78200,36.4,74.9,3.57,63.8,31.8,512.0,0.753,1,0,0,0,0,None,0,0,0,1,107000,135000,0,0,0.0,0.0,0.0
POL173-2025,LOC173,2025,Drylands,Manufacturing,0.684,27700000,13850000,60000,3,54700,31.6,81.1,2.97,63.7,35.0,527.6,0.779,1,0,1,0,0,Air,0,0,0,1,107000,135000,0,2,241305.89,241305.89,145472.25
POL173-2026,LOC173,2026,Drylands,Manufacturing,0.75,28990000,14500000,40000,1,68100,36.1,60.8,5.1,58.2,30.2,498.3,0.799,1,1,0,0,0,None,0,0,0,1,107000,135000,0,0,0.0,0.0,0.0
POL174-2024,LOC174,2024,Northgate,Hospital,0.94,11920000,2980000,50000,3,35600,38.7,58.0,3.02,89.1,25.7,711.1,0.12,1,0,0,0,0,None,0,0,0,1,75000,104000,0,0,0.0,0.0,0.0
POL174-2025,LOC174,2025,Northgate,Hospital,0.957,12350000,4320000,100000,2,39400,36.9,70.2,0.4,76.4,21.2,922.6,0.338,1,0,0,0,0,None,0,0,0,1,75000,104000,0,0,0.0,0.0,0.0
POL174-2026,LOC174,2026,Northgate,Hospital,1.0,12740000,6370000,75000,2,38200,44.2,65.9,3.63,65.8,22.9,920.8,0.233,1,0,0,0,0,None,0,0,0,1,75000,104000,0,0,0.0,0.0,0.0
POL175-2024,LOC175,2024,Northgate,Manufacturing,0.985,18220000,9110000,40000,2,52700,27.7,53.1,3.35,77.4,20.3,946.1,0.132,0,0,0,0,0,None,0,0,0,0,91000,107000,52000,0,0.0,0.0,0.0
POL175-2025,LOC175,2025,Northgate,Manufacturing,0.88,18720000,4680000,40000,1,49000,30.8,59.1,2.54,75.4,23.8,1002.4,0.269,0,0,0,0,0,None,0,0,0,0,91000,107000,52000,0,0.0,0.0,0.0
POL175-2026,LOC175,2026,Northgate,Manufacturing,0.741,19560000,9780000,80000,1,39500,32.1,63.9,3.79,72.0,19.3,1022.5,0.613,0,0,0,0,0,None,0,0,0,0,91000,107000,52000,0,0.0,0.0,0.0
POL176-2024,LOC176,2024,Riverbend,Manufacturing,0.933,19140000,4780000,60000,3,52500,27.3,54.5,5.11,58.6,24.6,1272.1,0.268,0,1,0,0,0,None,0,0,0,0,92000,120000,50000,0,0.0,0.0,0.0
POL176-2025,LOC176,2025,Riverbend,Manufacturing,0.998,19260000,6740000,60000,2,58400,17.4,58.9,5.32,52.9,28.5,1238.3,0.224,0,1,0,0,0,None,0,0,0,0,92000,120000,50000,0,0.0,0.0,0.0
POL176-2026,LOC176,2026,Riverbend,Manufacturing,0.973,19700000,6900000,60000,2,58000,38.1,55.0,4.67,67.3,25.6,1335.0,0.282,1,0,0,0,0,None,0,0,0,0,92000,120000,50000,0,0.0,0.0,0.0
POL177-2024,LOC177,2024,Riverbend,Food Processing,0.792,7780000,2720000,40000,2,17700,25.8,56.4,5.36,69.2,22.6,1237.0,0.099,0,1,0,0,0,None,0,1,1,0,0,0,45000,0,0.0,0.0,0.0
POL177-2025,LOC177,2025,Riverbend,Food Processing,1.0,7770000,2720000,25000,3,21700,26.9,62.6,4.03,63.1,25.0,1312.2,0.254,0,0,0,0,0,None,0,1,1,0,0,0,45000,0,0.0,0.0,0.0
POL177-2026,LOC177,2026,Riverbend,Food Processing,0.959,8050000,2820000,40000,1,22100,27.3,49.0,6.6,57.7,23.0,1376.6,0.222,0,1,0,0,0,None,0,1,1,0,0,0,45000,0,0.0,0.0,0.0
POL178-2024,LOC178,2024,Central Metro,Food Processing,1.0,19850000,6950000,40000,3,61700,42.5,82.1,2.98,67.2,23.1,620.0,0.498,1,0,0,0,0,None,0,1,0,1,0,125000,0,0,0.0,0.0,0.0
POL178-2025,LOC178,2025,Central Metro,Food Processing,0.781,20740000,7260000,40000,2,46300,42.7,79.5,1.52,69.8,29.2,821.8,0.3,1,0,0,0,0,None,0,1,0,1,0,125000,0,0,0.0,0.0,0.0
POL178-2026,LOC178,2026,Central Metro,Food Processing,0.989,21940000,10970000,25000,2,61500,43.5,77.4,2.36,64.6,31.4,574.0,0.486,1,0,1,0,0,Air,0,1,0,1,0,125000,0,0,0.0,0.0,0.0
POL179-2024,LOC179,2024,Northgate,Manufacturing,0.853,21190000,7420000,40000,2,48300,37.5,55.5,4.32,65.9,24.8,960.9,0.506,1,0,1,0,0,Air,1,0,0,1,96000,117000,0,0,0.0,0.0,0.0
POL179-2025,LOC179,2025,Northgate,Manufacturing,0.743,21580000,5400000,60000,1,42100,35.3,62.7,1.17,78.9,21.3,1015.6,0.138,1,0,0,0,0,None,0,0,0,1,96000,117000,0,0,0.0,0.0,0.0
POL179-2026,LOC179,2026,Northgate,Manufacturing,0.913,23120000,8090000,80000,1,54900,39.4,53.6,1.94,90.9,24.1,979.5,0.387,1,0,0,0,0,None,0,0,0,1,96000,117000,0,0,0.0,0.0,0.0
POL180-2024,LOC180,2024,Coastview,Manufacturing,0.966,13160000,4610000,60000,3,38500,20.3,59.7,3.95,68.2,27.6,1646.6,0.02,0,0,0,0,0,None,0,0,0,0,87000,106000,47000,0,0.0,0.0,0.0
POL180-2025,LOC180,2025,Coastview,Manufacturing,0.693,14070000,4920000,60000,3,29600,25.9,42.1,5.68,65.4,26.5,1279.7,0.152,0,1,0,0,0,None,0,0,0,0,87000,106000,47000,0,0.0,0.0,0.0
POL180-2026,LOC180,2026,Coastview,Manufacturing,0.766,14560000,3640000,60000,2,33100,24.5,49.2,6.45,69.5,30.6,1484.4,0.059,0,1,0,1,0,Water,0,0,0,0,87000,106000,47000,0,0.0,0.0,0.0
POL181-2024,LOC181,2024,Northgate,Food Processing,0.789,7170000,3580000,60000,1,15200,34.0,52.9,3.43,71.6,18.1,847.5,0.176,0,0,0,0,0,None,0,1,1,0,0,0,44000,0,0.0,0.0,0.0
POL181-2025,LOC181,2025,Northgate,Food Processing,0.761,7610000,3800000,60000,1,15700,32.8,59.4,5.11,67.0,19.6,993.1,0.346,0,1,0,1,0,Water,1,1,1,0,0,0,44000,1,107978.17,107978.17,47978.17
POL181-2026,LOC181,2026,Northgate,Food Processing,0.883,7930000,3960000,25000,3,19000,34.9,62.7,1.48,77.5,24.2,837.2,0.294,0,0,0,0,0,None,0,1,1,0,0,0,44000,0,0.0,0.0,0.0
POL182-2024,LOC182,2024,Northgate,Manufacturing,0.743,22290000,7800000,40000,1,44200,26.7,56.1,1.62,84.6,19.3,1171.5,0.056,0,0,0,0,0,None,0,0,0,1,94000,124000,0,0,0.0,0.0,0.0
POL182-2025,LOC182,2025,Northgate,Manufacturing,0.704,23710000,5930000,40000,2,44300,34.1,50.1,0.43,67.3,25.2,858.0,0.138,0,0,0,0,0,None,0,0,0,1,94000,124000,0,0,0.0,0.0,0.0
POL182-2026,LOC182,2026,Northgate,Manufacturing,0.739,24690000,8640000,40000,2,52800,29.6,70.7,0.82,66.0,27.9,840.7,0.193,1,0,1,0,0,Air,1,0,0,1,94000,124000,0,0,0.0,0.0,0.0
POL183-2024,LOC183,2024,Northgate,Food Processing,0.968,6770000,2370000,25000,1,19700,34.4,63.2,2.78,76.6,25.6,890.4,0.31,0,0,0,0,0,None,0,0,0,0,75000,93000,45000,0,0.0,0.0,0.0
POL183-2025,LOC183,2025,Northgate,Food Processing,1.0,6910000,2420000,25000,3,21900,38.8,52.8,2.9,66.9,22.1,868.9,0.39,1,0,1,0,0,Air,1,0,0,0,75000,93000,45000,1,211887.42,211887.42,186887.42
POL183-2026,LOC183,2026,Northgate,Food Processing,0.791,7290000,1820000,40000,2,17000,26.9,65.2,3.47,64.1,24.1,839.9,0.208,0,0,0,0,0,None,0,0,0,0,75000,93000,45000,0,0.0,0.0,0.0
POL184-2024,LOC184,2024,Drylands,Food Processing,0.702,12270000,4290000,25000,2,30600,41.5,62.3,4.49,76.5,31.5,578.3,0.753,1,0,1,0,0,Air,0,0,0,0,81000,95000,44000,0,0.0,0.0,0.0
POL184-2025,LOC184,2025,Drylands,Food Processing,0.85,12890000,4510000,40000,3,36400,43.9,64.3,3.9,64.1,33.0,543.3,0.853,1,0,1,0,0,Air,1,0,0,0,81000,95000,44000,2,417389.42,417389.42,337389.42
POL184-2026,LOC184,2026,Drylands,Food Processing,0.77,12920000,6460000,25000,1,34900,42.9,68.7,4.76,66.9,31.1,608.2,0.882,1,0,0,0,0,None,0,0,0,0,81000,95000,44000,0,0.0,0.0,0.0
POL185-2024,LOC185,2024,Riverbend,Food Processing,0.721,21070000,7370000,40000,3,43800,22.0,46.9,4.76,51.5,27.4,1203.7,0.172,0,1,0,1,0,Water,1,0,1,1,90000,0,0,0,0.0,0.0,0.0
POL185-2025,LOC185,2025,Riverbend,Food Processing,1.0,21240000,7430000,40000,2,60600,28.5,60.0,5.8,65.3,24.7,1290.9,0.326,0,1,0,1,0,Water,0,0,1,1,90000,0,0,1,60260.31,60260.31,20260.31
POL185-2026,LOC185,2026,Riverbend,Food Processing,0.68,22410000,7840000,25000,1,44000,36.6,50.0,6.48,64.7,24.7,1157.2,0.128,1,1,0,1,0,Water,1,0,1,1,90000,0,0,0,0.0,0.0,0.0
POL186-2024,LOC186,2024,Riverbend,Food Processing,0.701,7730000,1930000,25000,2,15100,29.9,55.6,5.0,52.8,24.0,1195.9,0.251,0,1,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL186-2025,LOC186,2025,Riverbend,Food Processing,0.962,8110000,2840000,25000,2,21200,33.1,65.0,4.87,45.9,26.6,1345.8,0.306,0,1,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL186-2026,LOC186,2026,Riverbend,Food Processing,0.925,8640000,3020000,40000,1,21400,30.1,53.3,5.73,64.7,24.8,1253.6,0.266,0,1,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL187-2024,LOC187,2024,Central Metro,Manufacturing,0.756,24360000,8530000,80000,2,50400,44.8,71.4,3.36,66.6,28.0,766.7,0.254,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL187-2025,LOC187,2025,Central Metro,Manufacturing,1.0,25420000,12710000,40000,3,63500,50.2,85.4,2.71,63.7,30.1,733.4,0.473,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL187-2026,LOC187,2026,Central Metro,Manufacturing,0.812,25860000,6460000,60000,1,52800,47.7,84.5,4.33,75.8,27.0,669.2,0.278,1,0,1,0,0,Air,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL188-2024,LOC188,2024,Coastview,Manufacturing,0.866,21340000,7470000,60000,2,52000,19.9,57.5,4.29,61.9,30.5,1716.9,0.138,0,0,0,0,0,None,0,1,0,0,0,119000,54000,0,0.0,0.0,0.0
POL188-2025,LOC188,2025,Coastview,Manufacturing,0.734,22180000,5540000,40000,2,47100,27.3,57.0,4.62,66.5,32.2,1657.3,0.128,0,0,0,0,0,None,0,1,0,0,0,119000,54000,0,0.0,0.0,0.0
POL188-2026,LOC188,2026,Coastview,Manufacturing,0.817,22770000,5690000,40000,1,53500,31.4,42.4,4.53,70.2,27.0,1408.8,0.141,0,0,0,0,0,None,0,1,0,0,0,119000,54000,0,0.0,0.0,0.0
POL189-2024,LOC189,2024,Northgate,Food Processing,0.932,9920000,4960000,25000,1,28500,31.4,67.4,0.99,69.8,18.8,883.4,0.128,0,0,0,0,0,None,0,0,0,1,73000,100000,0,0,0.0,0.0,0.0
POL189-2025,LOC189,2025,Northgate,Food Processing,0.885,10300000,5150000,40000,1,25800,25.6,51.1,0.4,62.3,22.3,1185.5,0.274,0,0,0,0,0,None,0,0,0,1,73000,100000,0,0,0.0,0.0,0.0
POL189-2026,LOC189,2026,Northgate,Food Processing,0.985,11240000,3930000,25000,3,32200,30.4,67.9,4.88,69.3,27.4,955.7,0.358,0,0,0,0,0,None,0,0,0,1,73000,100000,0,0,0.0,0.0,0.0
POL190-2024,LOC190,2024,Coastview,Food Processing,0.729,11650000,5820000,40000,1,24600,30.4,57.3,6.02,57.1,29.1,1676.2,0.145,0,1,0,1,0,Water,0,1,0,0,0,106000,41000,2,437578.37,437578.37,357578.37
POL190-2025,LOC190,2025,Coastview,Food Processing,0.908,12340000,6170000,25000,3,32500,31.0,47.7,5.67,54.6,25.8,1474.5,0.107,0,1,0,1,0,Water,1,1,0,0,0,106000,41000,0,0.0,0.0,0.0
POL190-2026,LOC190,2026,Coastview,Food Processing,0.776,12630000,4420000,25000,2,27200,20.6,48.8,4.87,56.9,27.1,1587.1,0.091,0,1,0,0,0,None,0,1,0,0,0,106000,41000,0,0.0,0.0,0.0
POL191-2024,LOC191,2024,Coastview,Hospital,0.781,46320000,11580000,50000,2,116800,18.5,52.6,5.07,62.2,28.9,1596.1,0.127,0,1,0,0,0,None,0,1,0,0,0,174000,78000,0,0.0,0.0,0.0
POL191-2025,LOC191,2025,Coastview,Hospital,0.982,48100000,16840000,50000,3,144400,24.4,44.3,5.84,68.4,29.1,1702.3,0.02,0,1,0,0,0,None,0,1,0,0,0,174000,78000,0,0.0,0.0,0.0
POL191-2026,LOC191,2026,Coastview,Hospital,1.0,51570000,18050000,100000,3,159500,33.3,58.4,4.49,57.4,29.8,1544.1,0.229,0,1,0,1,0,Water,1,1,0,0,0,174000,78000,2,737786.17,737786.17,537786.17
POL192-2024,LOC192,2024,Central Metro,Manufacturing,1.0,19120000,6690000,60000,2,58900,43.0,75.6,5.15,73.5,23.9,788.0,0.566,1,1,0,0,0,None,0,0,0,0,88000,113000,54000,0,0.0,0.0,0.0
POL192-2025,LOC192,2025,Central Metro,Manufacturing,0.924,19320000,9660000,80000,1,56900,35.1,83.7,3.36,71.5,30.3,748.5,0.314,1,0,0,0,0,None,0,0,0,0,88000,113000,54000,0,0.0,0.0,0.0
POL192-2026,LOC192,2026,Central Metro,Manufacturing,0.762,20180000,5040000,80000,2,47000,46.3,83.1,2.13,61.8,31.5,718.2,0.347,1,0,1,0,0,Air,1,0,0,0,88000,113000,54000,0,0.0,0.0,0.0
POL193-2024,LOC193,2024,Central Metro,Manufacturing,0.95,22750000,7960000,40000,1,62600,49.5,82.7,2.46,79.1,29.7,762.0,0.297,1,0,1,0,0,Air,1,1,0,1,0,122000,0,0,0.0,0.0,0.0
POL193-2025,LOC193,2025,Central Metro,Manufacturing,0.984,22980000,5740000,60000,2,59000,45.2,88.0,3.48,55.8,32.1,749.5,0.249,1,1,0,1,0,Water,0,1,0,1,0,122000,0,0,0.0,0.0,0.0
POL193-2026,LOC193,2026,Central Metro,Manufacturing,0.767,23720000,5930000,40000,1,49200,44.6,77.7,3.0,60.8,31.9,774.7,0.401,1,0,1,0,0,Air,0,1,0,1,0,122000,0,0,0.0,0.0,0.0
POL194-2024,LOC194,2024,Northgate,Hospital,1.0,23260000,8140000,75000,2,70600,20.7,57.9,3.04,79.5,20.6,977.0,0.267,0,0,0,0,0,None,0,1,0,1,0,117000,0,0,0.0,0.0,0.0
